x	y
-3.881629858997310123e+01	-7.144098354870799028e+00
2.738277231550971891e+01	2.574956920764339241e+00
5.461306517630970525e+00	-5.396856645258515606e+00
-9.133720153418281029e+00	-2.242570468561551777e+01
-5.473347252626415305e+00	-1.242053318583056409e+01
6.912384882888638060e+00	-1.305904658109013639e+01
-1.625455146481131319e+00	1.740647138237216751e+01
-2.842958254894092107e+01	1.137743658952659231e+01
2.890290005903047188e+01	8.221631311597564107e+00
-1.547569201254616500e+00	-7.075016441701738934e+00
1.428241796402119590e+01	-1.142108158791559802e+01
-9.688697868981476446e+00	-7.105246423202999040e+00
2.150927875944116963e+01	-1.472632143572343466e+01
4.008811644491913739e+00	3.496080548221809892e+01
8.523813682656310675e+00	-3.143450307719962922e+01
-1.463354712605736552e+01	7.896119491033327442e+00
1.695603405555781151e+01	-1.798373217189538309e+01
9.657454303487037706e+00	-1.460808880925696940e+00
1.822584721390997942e+01	-1.383202719491228194e+01
-8.793225834982104416e+00	-1.648680547475683156e+01
-6.734379658451027595e+00	-1.596274821308946201e+01
3.225483376757518528e+01	2.456980615238882137e+01
-1.484022151810166079e+01	-1.861837912334287859e+00
-1.903295809496491575e+00	-1.071983072269320836e+01
1.591647907643773507e+01	7.781017497160221730e+00
1.368149548007978389e+00	1.448904039281909417e-01
8.161351516546110574e+00	1.008047263078313982e+01
-5.592286409680252035e+00	-2.553959318312961813e+01
5.180782429865262273e+00	4.250454662468019507e+00
-1.829137592429443160e+01	1.081772771943334455e+01
2.321382951465463407e+01	-2.326237607560389264e+01
-1.654296631799976769e+00	6.274733981926374327e+00
-9.522494855955905280e+00	2.374654201959424782e+01
9.329363148446800480e+00	-2.080078469658380447e-01
-6.450077023439746426e+00	1.149968311834735779e+01
-1.867961859963854820e+01	9.387986304352738287e+00
-1.885404508116577560e+01	-9.905079765148077087e+00
9.712824137661854706e+00	5.567342842109324064e-01
-2.234028134047736813e+00	-2.193792595206243590e+01
-1.871821835358148167e+00	-6.318242519435365523e+00
1.508841328366767875e+01	3.719631649527302741e+00
-1.577556132259440957e+01	1.012340691232917500e+01
-1.022948854010754793e+01	3.445697534707626297e-01
-5.388317328537856277e+00	1.007977222200431555e+01
1.320922250439036105e+00	-1.544068698137517615e+01
-5.904003180681051122e-01	-1.423761843768202251e+00
-4.016420693458706559e+00	2.699113831830810550e-01
-8.627696293390636484e-01	2.589427745351490984e+01
-1.502273868076445584e+00	-2.998333186801179551e+00
-1.007446143972510022e+01	-6.986232931918560318e+00
-1.138190183975708258e+01	2.989171338096805464e-01
3.843229008135153002e+00	-1.286758822817921200e+01
-1.247281116193738981e+01	2.698553886913026556e+00
-1.620297362867194835e+01	-5.110773031647607212e+00
-4.372091515759706226e+00	-2.507858567257657256e+01
-2.207338226293422689e+00	-8.202117158740518388e-01
3.159412896217493127e+01	-4.445603315022789381e+00
-9.865803861987272327e+00	-2.285392622895176373e+01
1.320565014957292682e+01	-9.398781646033047554e-01
1.046063667886484616e+01	2.085098346904272404e+01
-1.664522937285230597e+01	7.298252475859991151e+00
1.082554168363639491e+01	8.566980698236209335e+00
-1.657432896270644918e+01	-1.878095415816259717e+01
-3.722841133195436925e+01	6.676577164911114082e+00
8.488473341031330222e+00	2.078294139321092970e+00
-2.458246816812807367e+01	7.406633336682042490e+00
6.313082465282807476e+00	5.916800703923558835e+00
-9.576152568321031566e+00	-1.903693015705339064e+01
2.323371114665820869e+01	-5.796113618115440458e-01
1.495913159042412666e+01	-1.061019204595232424e+01
-6.347401253919427333e+00	-7.011773199875093177e-01
-9.629726554401553784e+00	-1.256361297662562748e+01
-1.699708364331768706e+01	1.837458513997394860e+01
-6.172916852096279605e+00	-1.202561343822079287e+01
-3.924976932583127187e+00	-1.258519019051750476e+01
-5.105709621483595306e+00	1.044209691609749413e+00
2.193853973813095770e+00	-1.507938697165592679e+01
8.099300968204296680e+00	-5.945286234060120023e+00
4.895162397904435636e+00	-1.161950436553146737e+01
-1.069801493469020315e+01	1.975640889445456239e+01
-2.012908063322209884e+01	1.100125357563641515e+01
1.910344587343459821e+01	-8.045732585155249694e-01
-9.652288583699126789e+00	-5.477038730436227354e+00
-9.132110399090267450e+00	1.317284660405158725e+01
-7.296650372215552238e+00	5.672857124520432670e+00
-2.580297370219307851e+01	6.972733665559994520e+00
-6.691636056566813373e+00	-3.666913228195067820e-01
-6.715181396111267631e+00	-2.363522038880005027e+01
8.685016176809174482e+00	-1.574523755833737937e+00
9.778400087502705063e+00	-7.454858868926947935e+00
5.279244720777076516e-02	9.030773828438276141e+00
1.304587723760025142e+01	1.416579406191864621e+01
4.759509773217668105e+00	-9.211314626656360360e+00
-2.195495624357667597e-01	6.557393279878723114e+00
2.252994356175121560e+00	2.430230596759998463e+01
-2.669148910139591102e+00	-9.347978087987826257e+00
-5.527893196468304460e+00	2.354690436102392681e+01
-3.748269516515530420e+00	-1.193620186038905828e+01
-1.579215864058009622e+01	3.214365785113202367e-01
3.926183874428143650e+00	-1.560385657857775166e-01
-1.390373055301412997e+01	1.609845981808732396e-01
1.178283769703091011e+01	-1.172749258671123407e+01
-3.492420122253284021e+00	-8.276563452702015766e+00
6.929297431012703123e-01	-9.348084009031591535e+00
6.913714867933388852e+00	4.577476335662403528e+00
9.006402510880990420e+00	4.620491603144363246e+00
-2.198872772086834004e+01	3.116322064433562389e+01
-2.896651466295604216e+00	1.919384608807569847e+01
1.232250476913095127e+01	-7.137805389938707279e+00
-2.377348147205156437e+01	4.548174621146604757e+00
5.421926655530887373e+00	1.395965173108463375e+01
-3.157789921163065117e+01	4.284255407392493220e-01
-1.431509581089844829e+01	-9.749820982570981398e-01
5.408277257626333823e-01	7.220491987784465326e-01
-2.319401143250735231e+01	1.214187280331798924e+01
-1.379715032757810889e+01	-1.187648731927325585e+01
-2.060569010449021476e+01	-4.559372563482438245e+00
2.307388905090583364e+01	6.586064027850746072e+00
2.299188576822675412e+00	4.360259001758176822e+00
7.942063889937371002e+00	3.354158637989478553e+00
-3.117451407212162628e+00	-5.177216328253244626e+00
-4.948044482600787219e+00	1.361550104799551697e+01
-2.263063864111445511e+01	2.987415546086352336e+01
-4.085723078470079095e+00	5.689816911466887284e+00
-1.066089096536272685e+01	-2.704473821697758851e+00
1.201093494009270835e+01	1.058036404452359669e+01
1.597542613320602811e+01	-7.547856914541859474e+00
2.053210201803848634e+01	-1.049566482584055294e+01
1.193572715245724680e+01	4.593224665919652394e-01
-8.381155116921805259e+00	-3.615915286157922282e+01
-1.562255780344552214e+01	-1.615530509112813107e+01
1.073328454303120516e+01	-4.871465982891841406e+00
4.988099444612045019e+00	-1.894744401406798673e+01
-2.475953830947842960e+01	-1.445700342648981440e+01
4.976745098412767021e+00	-6.114476724412103437e+00
1.140327751483012975e+01	-2.300151410942852692e+01
8.249582485428195167e-01	-5.685005147637646417e+00
-2.590751394130781371e+00	-7.493782303459822991e+00
-1.130707882662897923e+01	3.556729173902242191e-01
-2.025148579388742931e+01	1.615857642691626950e+01
1.120417129076038520e+01	2.415061830900122608e+00
-4.327602226803922925e+00	2.948682987888907592e-01
-3.268533261611698215e+00	1.392362398429964454e+00
2.425809661686786711e+01	3.183498851695798493e+00
9.583015496028664870e+00	-1.423434108053676539e+01
5.191550017935428585e+00	-1.606854546791174343e+00
1.988865272621299196e+00	4.322517385712584037e+00
2.127992805072081950e+01	-1.919063975560284874e+01
2.407425030382672304e+01	1.211914091942194638e+01
1.301307156071339222e+01	1.513926448241465650e+01
8.151144279570939233e+00	-8.839263838291444131e+00
-2.932444299688602740e+01	-3.378729080343463753e+00
1.732106799269092168e+00	-1.229466479934102452e+01
-1.821497358711855918e+00	9.791326770229439092e+00
1.315345211397962011e+00	-1.485711202424272770e+01
1.320264522251524930e+01	-3.114678143400884114e+00
-3.835548034065379142e+01	-1.202487870930740144e+01
-7.970368748582591145e+00	7.133598781580529069e-01
3.778660969170659190e+00	-2.511920980085609401e+01
-6.535837644738675678e+00	1.857046299311970827e+01
-1.983668558376763258e+01	-1.350448993888769600e+01
1.216548881655513448e+01	8.385255636278646785e-01
3.876206681845792534e+00	-2.975322626784328683e+00
-1.359546398622278396e+01	-1.066960316691497468e+01
4.407440863221532723e+00	-1.242892191290309434e+01
1.150219996869714123e+01	1.310957960973443370e+01
7.409704819105195073e-02	-7.358968303427155355e+00
1.120790724803395477e+01	3.796382584922352699e+00
1.095642452263258848e+00	-1.122095639552124702e+01
-5.533205757160961191e+00	-9.060540045868648917e+00
-1.623188722959878305e+01	6.611460101229882369e+00
-1.203030737602578171e+00	1.302571894555562793e+01
2.720101132640803332e+00	-2.454429632578279286e+00
1.226165866222263290e+01	-1.990687820296611577e+01
-1.611504558821174049e+00	2.797138511650006620e+01
6.403818487093871248e+00	-1.199169031527893381e+01
-1.350456819227219718e+01	-2.158222359540502566e+01
-1.095680818158535175e+01	3.632194422875412698e+01
-1.545450186376428503e+00	-5.656452113913119639e+00
-1.476479849579019366e+01	-2.046425763565971323e+01
1.148346972254553755e+01	-9.568156735041544181e+00
6.483824610460499294e+00	5.145628544311766639e+00
3.907340701494347979e+00	2.664361806315155512e+00
4.744657753023223457e+00	-1.192420876155025944e+01
2.829460986078716545e+01	2.551813040179143144e+01
-6.564098631535138395e+00	-7.302115491907223976e+00
-3.082017799700781069e+01	-1.658561226576172842e+01
2.790202756550512753e+00	1.344970757844923526e+01
-7.084495734633224906e-01	1.860687985155555424e+01
-7.245266595145645638e+00	-1.144490336662716956e+01
-1.370361803102277776e+01	-1.961886210255034513e+01
-6.148653305230070920e+00	1.442613574381846675e+01
2.538738009049497979e+00	-2.866253058281146338e+01
-7.039433808995535280e+00	-1.717270323155261735e+01
3.377435151361247989e+01	1.354424610070329038e+01
-1.344706134286407107e+01	-7.749356723134539493e-01
-1.110364307790740312e+01	-3.695122880297629919e+00
-3.204068056020339839e+01	4.939432490921296548e+00
3.520781810301518266e+00	-2.138841929635721506e+00
-2.822969278919664049e+01	-1.818161411028326313e+01
-7.552364867243019475e+00	1.786505484408662525e+01
-3.859387483847797284e+00	1.855019674041541577e+01
-9.936191521856436282e+00	2.874655892891435638e+00
2.434421748436315269e+01	6.318762160481438128e-01
1.392152147841698451e+01	3.275474728428081050e+01
1.846791626822205856e+01	-3.870059830221721064e+00
-1.235386345969885902e+01	-3.634077745676552063e+00
1.580031690320395832e+01	5.102737489367077828e+00
6.944013248815470440e+00	2.059850738599273612e+01
1.079968328147583811e+01	2.229879056184477193e+01
1.441214360295873931e+01	-3.620016843474797241e+00
-1.272268544342674446e+01	4.316637443430833443e+00
-5.940446693690621061e+00	-1.929316853889708128e+01
1.207634415859831556e+01	-4.367665510826981290e+00
-3.717866730164905675e+01	-1.176406553671029087e+01
2.118659315602487325e+01	-1.409564453218577285e+01
7.743848898906176004e+00	2.354207402774258640e+01
-6.398554492432879659e-01	-1.109201326528602927e+01
3.087107180600426215e+00	-7.442482712160368941e+00
-1.441909396632567208e+01	5.121883030836015038e+00
-4.899207104247466305e+00	1.816955373763019566e+01
1.540398073508523247e+01	6.735611769443695884e+00
1.817230761256709570e+01	3.863097159630215316e+01
3.774713673589011620e+01	-1.045351695516093971e+00
-1.034945327925811842e+00	3.622030163216444443e+00
-9.219741535270053134e+00	3.858409435776788854e+00
-7.199275523159843537e+00	2.009069141504816258e+01
-1.425258625402310741e+01	7.101345315534613789e+00
-1.089966583171910530e+00	-1.627215805420087369e+00
5.358254020171753673e+00	-1.326484032869631413e+01
-4.793919274473541492e-01	3.422208383462856052e+00
1.534885583932118003e+01	1.961882763808743491e+01
-3.279021218823511497e+00	-5.745345111210188094e+00
-4.864309134979885485e+00	7.405210657832150822e+00
-8.137758676044553496e+00	3.446069041587818127e+00
-2.285688336728293280e+01	1.208927521733840393e+01
-2.194874814031835797e+01	-1.126655236893017076e+01
-1.650821102892762937e+01	3.285305842737186310e+01
1.821999300330665150e+01	-1.790825549839561504e+01
